"","PMID","title","author_list","citation","journal","year","DOI","position","author_name","lead_or_other"
"4035",31318614,"Characterization of performance fatigability during a self-paced exercise","Azevedo RA, Cruz R, Couto P, Silva-Cavalcante MD, Boari D, Lima-Silva AE, Millet GY, Bertuzzi R.","J Appl Physiol (1985). 2019 Sep 1;127(3):838-846. doi: 10.1152/japplphysiol.00090.2019. Epub 2019 Jul 18.","J Appl Physiol (1985)",2019,"10.1152/japplphysiol.00090.2019","position_6","Lima-Silva AE","other"
"4036",28502777,"Peripheral muscle fatigue in hospitalised geriatric patients is associated with circulating markers of inflammation","Arnold P, Njemini R, Vantieghem S, Duchateau J, Mets T, Beyer I, Bautmans I.","Exp Gerontol. 2017 Sep;95:128-135. doi: 10.1016/j.exger.2017.05.007. Epub 2017 May 10.","Exp Gerontol",2017,"10.1016/j.exger.2017.05.007","position_6","Beyer I","other"
"4037",15979405,"The origin of spontaneous discharges in acquired neuromyotonia. A Macro EMG study","Arimura K, Arimura Y, Ng A, Uehara A, Nakae M, Osame M, Stålberg E.","Clin Neurophysiol. 2005 Aug;116(8):1835-9. doi: 10.1016/j.clinph.2005.03.023.","Clin Neurophysiol",2005,"10.1016/j.clinph.2005.03.023","position_6","Osame M","other"
"4038",32964441,"Sex differences in fatigability following exercise normalised to the power-duration relationship","Ansdell P, Škarabot J, Atkinson E, Corden S, Tygart A, Hicks KM, Thomas K, Hunter SK, Howatson G, Goodall S.","J Physiol. 2020 Dec;598(24):5717-5737. doi: 10.1113/JP280031. Epub 2020 Sep 26.","J Physiol",2020,"10.1113/JP280031","position_6","Hicks KM","other"
"4039",34692828,"Impact of Lockdown during COVID-19 Pandemic on Central Activation, Muscle Activity, Contractile Function, and Spasticity in People with Multiple Sclerosis","Andreu-Caravaca L, Ramos-Campo DJ, Chung LH, Manonelles P, Abellán-Aynés O, Rubio-Arias JÁ.","Biomed Res Int. 2021 Oct 21;2021:2624860. doi: 10.1155/2021/2624860. eCollection 2021.","Biomed Res Int",2021,"10.1155/2021/2624860","position_6","Rubio-Arias JÁ","other"
"4040",26446126,"Brain Damage and Motor Cortex Impairment in Chronic Obstructive Pulmonary Disease: Implication of Nonrapid Eye Movement Sleep Desaturation","Alexandre F, Heraud N, Sanchez AM, Tremey E, Oliver N, Guerin P, Varray A.","Sleep. 2016 Feb 1;39(2):327-35. doi: 10.5665/sleep.5438.","Sleep",2016,"10.5665/sleep.5438","position_6","Guerin P","other"
"4041",32848848,"Eight-Week Low-Intensity Squat Training at Slow Speed Simultaneously Improves Knee and Hip Flexion and Extension Strength","Akagi R, Sato S, Hirata N, Imaizumi N, Tanimoto H, Ando R, Ema R, Hirata K.","Front Physiol. 2020 Jul 24;11:893. doi: 10.3389/fphys.2020.00893. eCollection 2020.","Front Physiol",2020,"10.3389/fphys.2020.00893","position_6","Ando R","other"
"4042",31918365,"Active recovery has a positive and acute effect on recovery from fatigue induced by repeated maximal voluntary contractions of the plantar flexors","Akagi R, Imaizumi N, Sato S, Hirata N, Tanimoto H, Hirata K.","J Electromyogr Kinesiol. 2020 Feb;50:102384. doi: 10.1016/j.jelekin.2019.102384. Epub 2019 Dec 26.","J Electromyogr Kinesiol",2020,"10.1016/j.jelekin.2019.102384","position_6","Hirata K","other"
"4043",29316518,"Muscle size-strength relationship including ultrasonographic echo intensity and voluntary activation level of a muscle group","Akagi R, Suzuki M, Kawaguchi E, Miyamoto N, Yamada Y, Ema R.","Arch Gerontol Geriatr. 2018 Mar-Apr;75:185-190. doi: 10.1016/j.archger.2017.12.012. Epub 2017 Dec 27.","Arch Gerontol Geriatr",2018,"10.1016/j.archger.2017.12.012","position_6","Ema R","other"
"4044",34010275,"Effect of an inverted seated position with upper arm blood flow restriction on measures of elbow flexors neuromuscular performance","Ahmadi H, Herat N, Alizadeh S, Button DC, Granacher U, Behm DG.","PLoS One. 2021 May 19;16(5):e0245311. doi: 10.1371/journal.pone.0245311. eCollection 2021.","PLoS One",2021,"10.1371/journal.pone.0245311","position_6","Behm DG","other"
"4045",32091670,"Musculoskeletal adaptations to strength training in frail elderly: a matter of quantity or quality?","Aas SN, Breit M, Karsrud S, Aase OJ, Rognlien SH, Cumming KT, Reggiani C, Seynnes O, Rossi AP, Toniolo L, Raastad T.","J Cachexia Sarcopenia Muscle. 2020 Jun;11(3):663-677. doi: 10.1002/jcsm.12543. Epub 2020 Feb 24.","J Cachexia Sarcopenia Muscle",2020,"10.1002/jcsm.12543","position_6","Cumming KT","other"
"4046",32290188,"Involvement of Lactate and Pyruvate in the Anti-Inflammatory Effects Exerted by Voluntary Activation of the Sympathetic Nervous System","Zwaag J, Ter Horst R, Blaženovic I, Stoessel D, Ratter J, Worseck JM, Schauer N, Stienstra R, Netea MG, Jahn D, Pickkers P, Kox M.","Metabolites. 2020 Apr 10;10(4):148. doi: 10.3390/metabo10040148.","Metabolites",2020,"10.3390/metabo10040148","position_7","Schauer N","other"
"4047",29796857,"Cross-education does not accelerate the rehabilitation of neuromuscular functions after ACL reconstruction: a randomized controlled clinical trial","Zult T, Gokeler A, van Raay JJAM, Brouwer RW, Zijdewind I, Farthing JP, Hortobágyi T.","Eur J Appl Physiol. 2018 Aug;118(8):1609-1623. doi: 10.1007/s00421-018-3892-1. Epub 2018 May 23.","Eur J Appl Physiol",2018,"10.1007/s00421-018-3892-1","position_7","Hortobágyi T","other"
"4048",33193926,"Pain Catastrophizing Is Related to Static Postural Control Impairment in Patients with Nonspecific Chronic Low Back Pain: A Cross-Sectional Study","Zhang C, Zhang Z, Li Y, Feng C, Meng H, Gao Y, Lo WLA, Wang C.","Pain Res Manag. 2020 Oct 28;2020:9629526. doi: 10.1155/2020/9629526. eCollection 2020.","Pain Res Manag",2020,"10.1155/2020/9629526","position_7","Lo WLA","other"
"4049",31397211,"Centrally-mediated regulation of peripheral fatigue during knee extensor exercise and consequences on the force-duration relationship in older men","Zarzissi S, Zghal F, Bouzid MA, Hureau TJ, Sahli S, Ben Hassen H, Rebai H.","Eur J Sport Sci. 2020 Jun;20(5):641-649. doi: 10.1080/17461391.2019.1655099. Epub 2019 Aug 22.","Eur J Sport Sci",2020,"10.1080/17461391.2019.1655099","position_7","Rebai H","other"
"4050",30653856,"No effect of beetroot juice supplementation on exercise economy and performance in recreationally active females despite increased torque production","Wickham KA, McCarthy DG, Pereira JM, Cervone DT, Verdijk LB, van Loon LJC, Power GA, Spriet LL.","Physiol Rep. 2019 Jan;7(2):e13982. doi: 10.14814/phy2.13982.","Physiol Rep",2019,"10.14814/phy2.13982","position_7","Power GA","other"
"4051",33164549,"Heart failure with preserved ejection fraction diminishes peripheral hemodynamics and accelerates exercise-induced neuromuscular fatigue","Weavil JC, Thurston TS, Hureau TJ, Gifford JR, Kithas PA, Broxterman RM, Bledsoe AD, Nativi JN, Richardson RS, Amann M.","Am J Physiol Heart Circ Physiol. 2021 Jan 1;320(1):H338-H351. doi: 10.1152/ajpheart.00266.2020. Epub 2020 Nov 8.","Am J Physiol Heart Circ Physiol",2021,"10.1152/ajpheart.00266.2020","position_7","Bledsoe AD","other"
"4052",29350554,"Quadriceps Neuromuscular Function and Jump-Landing Sagittal-Plane Knee Biomechanics After Anterior Cruciate Ligament Reconstruction","Ward SH, Blackburn JT, Padua DA, Stanley LE, Harkey MS, Luc-Harkey BA, Pietrosimone B.","J Athl Train. 2018 Feb;53(2):135-143. doi: 10.4085/1062-6050-306-16. Epub 2018 Jan 19.","J Athl Train",2018,"10.4085/1062-6050-306-16","position_7","Pietrosimone B","other"
"4053",29859322,"Acute hypercapnia does not alter voluntary drive to the diaphragm in healthy humans","Wan HY, Stickford JL, Kitano K, Manz WJ, Koceja DM, Chapman RF, Stager JM.","Respir Physiol Neurobiol. 2018 Dec;258:60-68. doi: 10.1016/j.resp.2018.05.012. Epub 2018 May 30.","Respir Physiol Neurobiol",2018,"10.1016/j.resp.2018.05.012","position_7","Stager JM","other"
"4054",28456776,"Effect of sprint cycling and stretch-shortening cycle exercises on the neuromuscular, immune and stress indicators in young men","Verbickas V, Baranauskiene N, Eimantas N, Kamandulis S, Rutkauskas S, Satkunskiene D, Sadauskas S, Brazaitis M, Skurvydas A.","J Physiol Pharmacol. 2017 Feb;68(1):125-132.","J Physiol Pharmacol",2017,NA,"position_7","Sadauskas S","other"
"4055",31105594,"Neuromuscular and Muscle Metabolic Functions in MELAS Before and After Resistance Training: A Case Study","Venturelli M, Villa F, Ruzzante F, Tarperi C, Rudi D, Milanese C, Cavedon V, Fonte C, Picelli A, Smania N, Calabria E, Skafidas S, Layec G, Schena F.","Front Physiol. 2019 Apr 26;10:503. doi: 10.3389/fphys.2019.00503. eCollection 2019.","Front Physiol",2019,"10.3389/fphys.2019.00503","position_7","Cavedon V","other"
"4056",16195165,"Muscle hypertrophy, strength development, and serum hormones during strength training in elderly women with fibromyalgia","Valkeinen H, Häkkinen K, Pakarinen A, Hannonen P, Häkkinen A, Airaksinen O, Niemitukia L, Kraemer WJ, Alén M.","Scand J Rheumatol. 2005 Jul-Aug;34(4):309-14. doi: 10.1080/03009740510018697.","Scand J Rheumatol",2005,"10.1080/03009740510018697","position_7","Niemitukia L","other"
"4057",22139408,"Quadriceps femoris muscle function prior and after total knee arthroplasty in women with knee osteoarthritis","Vahtrik D, Gapeyeva H, Aibast H, Ereline J, Kums T, Haviko T, Märtson A, Schneider G, Pääsuke M.","Knee Surg Sports Traumatol Arthrosc. 2012 Oct;20(10):2017-25. doi: 10.1007/s00167-011-1808-2. Epub 2011 Dec 3.","Knee Surg Sports Traumatol Arthrosc",2012,"10.1007/s00167-011-1808-2","position_7","Märtson A","other"
"4058",34202491,"Neuromuscular Adaptations after an Altitude Training Camp in Elite Judo Athletes","Tomazin K, Almeida F, Stirn I, Padial P, Bonitch-Góngora J, Morales-Artacho AJ, Strojnik V, Feriche B.","Int J Environ Res Public Health. 2021 Jun 24;18(13):6777. doi: 10.3390/ijerph18136777.","Int J Environ Res Public Health",2021,"10.3390/ijerph18136777","position_7","Strojnik V","other"
"4059",23349681,"Muscle activity and inactivity periods during normal daily life","Tikkanen O, Haakana P, Pesola AJ, Häkkinen K, Rantalainen T, Havu M, Pullinen T, Finni T.","PLoS One. 2013;8(1):e52228. doi: 10.1371/journal.pone.0052228. Epub 2013 Jan 18.","PLoS One",2013,"10.1371/journal.pone.0052228","position_7","Pullinen T","other"
"4060",34672767,"On the implication of dietary nitrate supplementation for the hemodynamic and fatigue response to cycling exercise","Thurston TS, Weavil JC, Hureau TJ, Gifford JR, Georgescu VP, Wan HY, La Salle DT, Richardson RS, Amann M.","J Appl Physiol (1985). 2021 Dec 1;131(6):1691-1700. doi: 10.1152/japplphysiol.00400.2021. Epub 2021 Oct 21.","J Appl Physiol (1985)",2021,"10.1152/japplphysiol.00400.2021","position_7","La Salle DT","other"
"4061",23760468,"Does central fatigue explain reduced cycling after complete sleep deprivation?","Temesi J, Arnal PJ, Davranche K, Bonnefoy R, Levy P, Verges S, Millet GY.","Med Sci Sports Exerc. 2013 Dec;45(12):2243-53. doi: 10.1249/MSS.0b013e31829ce379.","Med Sci Sports Exerc",2013,"10.1249/MSS.0b013e31829ce379","position_7","Millet GY","other"
"4062",28387543,"Effect of 4-Aminopyridine on Genioglossus Muscle Activity during Sleep in Healthy Adults","Taranto-Montemurro L, Sands SA, Azarbarzin A, Marques M, de Melo CM, Edwards BA, Eckert DJ, Messineo L, White DP, Wellman A.","Ann Am Thorac Soc. 2017 Jul;14(7):1177-1183. doi: 10.1513/AnnalsATS.201701-006OC.","Ann Am Thorac Soc",2017,"10.1513/AnnalsATS.201701-006OC","position_7","Eckert DJ","other"
"4063",23791838,"Neurofeedback-mediated self-regulation of the dopaminergic midbrain","Sulzer J, Sitaram R, Blefari ML, Kollias S, Birbaumer N, Stephan KE, Luft A, Gassert R.","Neuroimage. 2013 Dec;83:817-25. doi: 10.1016/j.neuroimage.2013.05.115. Epub 2013 Jun 19.","Neuroimage",2013,"10.1016/j.neuroimage.2013.05.115","position_7","Luft A","other"
"4064",17122381,"Muscle size, neuromuscular activation, and rapid force characteristics in elderly men and women: effects of unilateral long-term disuse due to hip-osteoarthritis","Suetta C, Aagaard P, Magnusson SP, Andersen LL, Sipilä S, Rosted A, Jakobsen AK, Duus B, Kjaer M.","J Appl Physiol (1985). 2007 Mar;102(3):942-8. doi: 10.1152/japplphysiol.00067.2006. Epub 2006 Nov 22.","J Appl Physiol (1985)",2007,"10.1152/japplphysiol.00067.2006","position_7","Jakobsen AK","other"
"4065",16779833,"Relative contributions of muscle activation and muscle size to plantarflexor torque during rehabilitation after immobilization","Stevens JE, Pathare NC, Tillman SM, Scarborough MT, Gibbs CP, Shah P, Jayaraman A, Walter GA, Vandenborne K.","J Orthop Res. 2006 Aug;24(8):1729-36. doi: 10.1002/jor.20153.","J Orthop Res",2006,"10.1002/jor.20153","position_7","Jayaraman A","other"
"4066",12440357,"Electrical stimulation for therapy and mobility after spinal cord injury","Stein RB, Chong SL, James KB, Kido A, Bell GJ, Tubman LA, Bélanger M.","Prog Brain Res. 2002;137:27-34. doi: 10.1016/s0079-6123(02)37005-5.","Prog Brain Res",2002,"10.1016/s0079-6123(02)37005-5","position_7","Bélanger M","other"
"4067",26112058,"Reference values for jitter recorded by concentric needle electrodes in healthy controls: A multicenter study","Stålberg E, Sanders DB, Ali S, Cooray G, Leonardis L, Löseth S, Machado F, Maldonado A, Martinez-Aparicio C, Sandberg A, Smith B, Widenfalk J, Aris Kouyoumdjian J.","Muscle Nerve. 2016 Mar;53(3):351-62. doi: 10.1002/mus.24750. Epub 2015 Nov 13.","Muscle Nerve",2016,"10.1002/mus.24750","position_7","Machado F","other"
"4068",31352459,"Assessment of Central Drive to the Diaphragm by Twitch Interpolation: Normal Values, Theoretical Considerations, and Future Directions","Spiesshoefer J, Henke C, Herkenrath S, Randerath W, Brix T, Young P, Boentert M.","Respiration. 2019;98(4):283-293. doi: 10.1159/000500726. Epub 2019 Jul 26.","Respiration",2019,"10.1159/000500726","position_7","Boentert M","other"
"4069",24578521,"Muscle atrophy, voluntary activation disturbances, and low serum concentrations of IGF-1 and IGFBP-3 are associated with weakness in people with chronic stroke","Silva-Couto Mde A, Prado-Medeiros CL, Oliveira AB, Alcântara CC, Guimarães AT, Salvini Tde F, Mattioli R, de Russo TL.","Phys Ther. 2014 Jul;94(7):957-67. doi: 10.2522/ptj.20130322. Epub 2014 Feb 27.","Phys Ther",2014,"10.2522/ptj.20130322","position_7","Mattioli R","other"
"4070",30953177,"Stretch-shortening cycle exercise produces acute and prolonged impairments on endurance performance: is the peripheral fatigue a single answer?","Silva-Cavalcante MD, Couto PG, Azevedo RA, Gáspari AF, Coelho DB, Lima-Silva AE, Bertuzzi R.","Eur J Appl Physiol. 2019 Jul;119(7):1479-1489. doi: 10.1007/s00421-019-04135-4. Epub 2019 Apr 5.","Eur J Appl Physiol",2019,"10.1007/s00421-019-04135-4","position_7","Bertuzzi R","other"
"4071",30155760,"Mental fatigue does not alter performance or neuromuscular fatigue development during self-paced exercise in recreationally trained cyclists","Silva-Cavalcante MD, Couto PG, Azevedo RA, Silva RG, Coelho DB, Lima-Silva AE, Bertuzzi R.","Eur J Appl Physiol. 2018 Nov;118(11):2477-2487. doi: 10.1007/s00421-018-3974-0. Epub 2018 Aug 28.","Eur J Appl Physiol",2018,"10.1007/s00421-018-3974-0","position_7","Bertuzzi R","other"
"4072",12015339,"Plantar flexor activation capacity and H reflex in older adults: adaptations to strength training","Scaglioni G, Ferri A, Minetti AE, Martin A, Van Hoecke J, Capodaglio P, Sartorio A, Narici MV.","J Appl Physiol (1985). 2002 Jun;92(6):2292-302. doi: 10.1152/japplphysiol.00367.2001.","J Appl Physiol (1985)",2002,"10.1152/japplphysiol.00367.2001","position_7","Sartorio A","other"
"4073",32407654,"Caffeine increases peripheral fatigue in low- but not in high-performing cyclists","Santos PS, Felippe LC, Ferreira GA, Learsi SK, Couto PG, Bertuzzi R, Pereira G, Lima-Silva AE.","Appl Physiol Nutr Metab. 2020 Nov;45(11):1208-1215. doi: 10.1139/apnm-2019-0992. Epub 2020 May 14.","Appl Physiol Nutr Metab",2020,"10.1139/apnm-2019-0992","position_7","Pereira G","other"
"4074",31697729,"Effect of caffeine on neuromuscular function following eccentric-based exercise","Santos-Mariano AC, Tomazini F, Felippe LC, Boari D, Bertuzzi R, De-Oliveira FR, Lima-Silva AE.","PLoS One. 2019 Nov 7;14(11):e0224794. doi: 10.1371/journal.pone.0224794. eCollection 2019.","PLoS One",2019,"10.1371/journal.pone.0224794","position_7","Lima-Silva AE","other"
"4075",18614936,"Do practical durations of stretching alter muscle strength? A dose-response study","Ryan ED, Beck TW, Herda TJ, Hull HR, Hartman MJ, Stout JR, Cramer JT.","Med Sci Sports Exerc. 2008 Aug;40(8):1529-37. doi: 10.1249/MSS.0b013e31817242eb.","Med Sci Sports Exerc",2008,"10.1249/MSS.0b013e31817242eb","position_7","Cramer JT","other"
"4076",23863092,"Does lowering evening rectal temperature to morning levels offset the diurnal variation in muscle force production?","Robinson WR, Pullinger SA, Kerry JW, Giacomoni M, Robertson CM, Burniston JG, Waterhouse JM, Edwards BJ.","Chronobiol Int. 2013 Oct;30(8):998-1010. doi: 10.3109/07420528.2013.793197. Epub 2013 Jul 17.","Chronobiol Int",2013,"10.3109/07420528.2013.793197","position_7","Waterhouse JM","other"
"4077",25970661,"Insights into the Mechanisms of Neuromuscular Fatigue in Boys and Men","Ratel S, Kluka V, Vicencio SG, Jegu AG, Cardenoux C, Morio C, Coudeyre E, Martin V.","Med Sci Sports Exerc. 2015 Nov;47(11):2319-28. doi: 10.1249/MSS.0000000000000697.","Med Sci Sports Exerc",2015,"10.1249/MSS.0000000000000697","position_7","Coudeyre E","other"
"4078",18616815,"Complex myograph allows the examination of complex muscle contractions for the assessment of muscle force, shortening, velocity, and work in vivo","Rahe-Meyer N, Pawlak M, Weilbach C, Osthaus WA, Ruhschulte H, Solomon C, Piepenbrock S, Winterhalter M.","Biomed Eng Online. 2008 Jul 10;7:20. doi: 10.1186/1475-925X-7-20.","Biomed Eng Online",2008,"10.1186/1475-925X-7-20","position_7","Piepenbrock S","other"
"4079",34309803,"Muscle Activity and Activation in Previously Strain-Injured Lower Limbs: A Systematic Review","Presland JD, Timmins RG, Maniar N, Tofari PJ, Kidgell DJ, Shield AJ, Dickson J, Opar DA.","Sports Med. 2021 Nov;51(11):2311-2327. doi: 10.1007/s40279-021-01487-w. Epub 2021 Jul 26.","Sports Med",2021,"10.1007/s40279-021-01487-w","position_7","Dickson J","other"
"4080",20534832,"Impaired conscious recognition of negative facial expressions in patients with locked-in syndrome","Pistoia F, Conson M, Trojano L, Grossi D, Ponari M, Colonnese C, Pistoia ML, Carducci F, Sarà M.","J Neurosci. 2010 Jun 9;30(23):7838-44. doi: 10.1523/JNEUROSCI.6300-09.2010.","J Neurosci",2010,"10.1523/JNEUROSCI.6300-09.2010","position_7","Pistoia ML","other"
"4081",29534507,"Carbohydrate Mouth Rinse Fails to Improve Four-Kilometer Cycling Time Trial Performance","Pires FO, Brietzke C, Pinheiro FA, Veras K, de Mattos ECT, Rodacki ALF, Ugrinowitsch C.","Nutrients. 2018 Mar 12;10(3):342. doi: 10.3390/nu10030342.","Nutrients",2018,"10.3390/nu10030342","position_7","Ugrinowitsch C","other"
"4082",31980900,"Plantar flexor muscle-tendon unit length and stiffness do not influence neuromuscular fatigue in boys and men","Piponnier E, Ratel S, Chalchat E, Jagot K, Bontemps B, Julian V, Bocock O, Duclos M, Martin V.","Eur J Appl Physiol. 2020 Mar;120(3):653-664. doi: 10.1007/s00421-020-04305-9. Epub 2020 Jan 24.","Eur J Appl Physiol",2020,"10.1007/s00421-020-04305-9","position_7","Bocock O","other"
"4083",31562535,"Maturation-related changes in the development and etiology of neuromuscular fatigue","Piponnier E, Martin V, Bourdier P, Biancarelli B, Kluka V, Garcia-Vicencio S, Jegu AG, Cardenoux C, Morio C, Coudeyre E, Ratel S.","Eur J Appl Physiol. 2019 Dec;119(11-12):2545-2555. doi: 10.1007/s00421-019-04233-3. Epub 2019 Sep 27.","Eur J Appl Physiol",2019,"10.1007/s00421-019-04233-3","position_7","Jegu AG","other"
"4084",31415444,"Effect of Muscle-Tendon Unit Length on Child-Adult Difference in Neuromuscular Fatigue","Piponnier E, Martin V, Chalchat E, Bontemps B, Julian V, Bocock O, Duclos M, Ratel S.","Med Sci Sports Exerc. 2019 Sep;51(9):1961-1970. doi: 10.1249/MSS.0000000000001981.","Med Sci Sports Exerc",2019,"10.1249/MSS.0000000000001981","position_7","Duclos M","other"
"4085",30091669,"Child-adult differences in neuromuscular fatigue are muscle-dependent","Piponnier E, Martin V, Bontemps B, Chalchat E, Julian V, Bocock O, Duclos M, Ratel S.","J Appl Physiol (1985). 2018 Aug 9. doi: 10.1152/japplphysiol.00244.2018. Online ahead of print.","J Appl Physiol (1985)",2018,"10.1152/japplphysiol.00244.2018","position_7","Duclos M","other"
"4086",32251254,"Using TENS to Enhance Therapeutic Exercise in Individuals with Knee Osteoarthritis","Pietrosimone B, Luc-Harkey BA, Harkey MS, Davis-Wilson HC, Pfeiffer SJ, Schwartz TA, Nissman D, Padua DA, Blackburn JT, Spang JT.","Med Sci Sports Exerc. 2020 Oct;52(10):2086-2095. doi: 10.1249/MSS.0000000000002353.","Med Sci Sports Exerc",2020,"10.1249/MSS.0000000000002353","position_7","Nissman D","other"
"4087",29428788,"A pilot study of a novel therapeutic approach to obesity: CNS modification by N.I.R. H.E.G. neurofeedback","Percik R, Cina J, Even B, Gitler A, Geva D, Seluk L, Livny A.","Clin Nutr. 2019 Feb;38(1):258-263. doi: 10.1016/j.clnu.2018.01.023. Epub 2018 Feb 15.","Clin Nutr",2019,"10.1016/j.clnu.2018.01.023","position_7","Livny A","other"
"4088",32184070,"The impact of exercise training on fatigue in patients with chronic obstructive pulmonary disease: a systematic review and meta-analysis","Paneroni M, Vitacca M, Venturelli M, Simonelli C, Bertacchini L, Scalvini S, Schena F, Ambrosino N.","Pulmonology. 2020 Sep-Oct;26(5):304-313. doi: 10.1016/j.pulmoe.2020.02.004. Epub 2020 Mar 14.","Pulmonology",2020,"10.1016/j.pulmoe.2020.02.004","position_7","Schena F","other"
"4089",33535411,"Reliability of Tibialis Anterior Muscle Voluntary Activation Using the Interpolated Twitch Technique and the Central Activation Ratio in People with Stroke","Olsen S, Signal N, Niazi IK, Alder G, Rashid U, Nedergaard RB, Taylor D.","Brain Sci. 2021 Feb 1;11(2):176. doi: 10.3390/brainsci11020176.","Brain Sci",2021,"10.3390/brainsci11020176","position_7","Taylor D","other"
"4090",32681596,"Caffeine increases strength and power performance in resistance-trained females during early follicular phase","Norum M, Risvang LC, Bjørnsen T, Dimitriou L, Rønning PO, Bjørgen M, Raastad T.","Scand J Med Sci Sports. 2020 Nov;30(11):2116-2129. doi: 10.1111/sms.13776. Epub 2020 Aug 26.","Scand J Med Sci Sports",2020,"10.1111/sms.13776","position_7","Raastad T","other"
"4091",30778761,"Neuromuscular adaptations to wide-pulse high-frequency neuromuscular electrical stimulation training","Neyroud D, Gonzalez M, Mueller S, Agostino D, Grosprêtre S, Maffiuletti NA, Kayser B, Place N.","Eur J Appl Physiol. 2019 May;119(5):1105-1116. doi: 10.1007/s00421-019-04100-1. Epub 2019 Feb 18.","Eur J Appl Physiol",2019,"10.1007/s00421-019-04100-1","position_7","Kayser B","other"
"4092",28064025,"Plantar flexor muscle weakness and fatigue in spastic cerebral palsy patients","Neyroud D, Armand S, De Coulon G, Sarah R Dias Da Silva, Maffiuletti NA, Kayser B, Place N.","Res Dev Disabil. 2017 Feb;61:66-76. doi: 10.1016/j.ridd.2016.12.015. Epub 2017 Jan 5.","Res Dev Disabil",2017,"10.1016/j.ridd.2016.12.015","position_7","Place N","other"
"4093",25682322,"Comparison of electrical nerve stimulation, electrical muscle stimulation and magnetic nerve stimulation to assess the neuromuscular function of the plantar flexor muscles","Neyroud D, Temesi J, Millet GY, Verges S, Maffiuletti NA, Kayser B, Place N.","Eur J Appl Physiol. 2015 Jul;115(7):1429-39. doi: 10.1007/s00421-015-3124-x. Epub 2015 Feb 15.","Eur J Appl Physiol",2015,"10.1007/s00421-015-3124-x","position_7","Place N","other"
"4094",23471948,"Comparison of neuromuscular adjustments associated with sustained isometric contractions of four different muscle groups","Neyroud D, Rüttimann J, Mannion AF, Millet GY, Maffiuletti NA, Kayser B, Place N.","J Appl Physiol (1985). 2013 May 15;114(10):1426-34. doi: 10.1152/japplphysiol.01539.2012. Epub 2013 Mar 7.","J Appl Physiol (1985)",2013,"10.1152/japplphysiol.01539.2012","position_7","Place N","other"
"4095",16786354,"Strength, size and activation of knee extensors followed during 8 weeks of horizontal bed rest and the influence of a countermeasure","Mulder ER, Stegeman DF, Gerrits KH, Paalman MI, Rittweger J, Felsenberg D, de Haan A.","Eur J Appl Physiol. 2006 Aug;97(6):706-15. doi: 10.1007/s00421-006-0241-6. Epub 2006 Jun 20.","Eur J Appl Physiol",2006,"10.1007/s00421-006-0241-6","position_7","de Haan A","other"
"4096",15928932,"Reliability of maximal muscle force and voluntary activation as markers of exercise-induced muscle damage","Morton JP, Atkinson G, MacLaren DP, Cable NT, Gilbert G, Broome C, McArdle A, Drust B.","Eur J Appl Physiol. 2005 Aug;94(5-6):541-8. doi: 10.1007/s00421-005-1373-9. Epub 2005 Jun 1.","Eur J Appl Physiol",2005,"10.1007/s00421-005-1373-9","position_7","McArdle A","other"
"4097",25556533,"Contraction velocity influence the magnitude and etiology of neuromuscular fatigue during repeated maximal contractions","Morel B, Clémençon M, Rota S, Millet GY, Bishop DJ, Brosseau O, Rouffet DM, Hautier CA.","Scand J Med Sci Sports. 2015 Oct;25(5):e432-41. doi: 10.1111/sms.12358. Epub 2014 Dec 30.","Scand J Med Sci Sports",2015,"10.1111/sms.12358","position_7","Rouffet DM","other"
"4098",29532649,"Contralateral effect of short-duration unilateral neuromuscular electrical stimulation and focal vibration in healthy subjects","Minetto MA, Botter A, Gamerro G, Varvello I, Massazza G, Bellomo RG, Maffiuletti NA, Saggini R.","Eur J Phys Rehabil Med. 2018 Dec;54(6):911-920. doi: 10.23736/S1973-9087.18.05004-9. Epub 2018 Mar 12.","Eur J Phys Rehabil Med",2018,"10.23736/S1973-9087.18.05004-9","position_7","Maffiuletti NA","other"
"4099",21364944,"Neuromuscular consequences of an extreme mountain ultra-marathon","Millet GY, Tomazin K, Verges S, Vincent C, Bonnefoy R, Boisson RC, Gergelé L, Féasson L, Martin V.","PLoS One. 2011 Feb 22;6(2):e17059. doi: 10.1371/journal.pone.0017059.","PLoS One",2011,"10.1371/journal.pone.0017059","position_7","Gergelé L","other"
"4100",31622158,"Effect of ß-alanine supplementation during high-intensity interval training on repeated sprint ability performance and neuromuscular fatigue","Milioni F, de Poli RAB, Saunders B, Gualano B, da Rocha AL, Sanchez Ramos da Silva A, Muller PTG, Zagatto AM.","J Appl Physiol (1985). 2019 Dec 1;127(6):1599-1610. doi: 10.1152/japplphysiol.00321.2019. Epub 2019 Oct 17.","J Appl Physiol (1985)",2019,"10.1152/japplphysiol.00321.2019","position_7","Muller PTG","other"
"4101",27872598,"Futsal Match-Related Fatigue Affects Running Performance and Neuromuscular Parameters but Not Finishing Kick Speed or Accuracy","Milioni F, Vieira LH, Barbieri RA, Zagatto AM, Nordsborg NB, Barbieri FA, Dos-Santos JW, Santiago PR, Papoti M.","Front Physiol. 2016 Nov 7;7:518. doi: 10.3389/fphys.2016.00518. eCollection 2016.","Front Physiol",2016,"10.3389/fphys.2016.00518","position_7","Dos-Santos JW","other"
