PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28704311","Acute Neuromuscular and Endocrine Responses to Two Different Compound Exercises: Squat vs. Deadlift","Barnes MJ, Miller A, Reeve D, Stewart RJC.","J Strength Cond Res. 2019 Sep;33(9):2381-2387. doi: 10.1519/JSC.0000000000002140.","Barnes MJ","J Strength Cond Res","2019","2017/07/14","","","10.1519/JSC.0000000000002140"
"26263372","Pacing Strategy, Muscle Fatigue, and Technique in 1500-m Speed-Skating and Cycling Time Trials","Stoter IK, MacIntosh BR, Fletcher JR, Pootz S, Zijdewind I, Hettinga FJ.","Int J Sports Physiol Perform. 2016 Apr;11(3):337-43. doi: 10.1123/ijspp.2014-0603. Epub 2015 Aug 10.","Stoter IK","Int J Sports Physiol Perform","2016","2015/08/12","","","10.1123/ijspp.2014-0603"
"25051001","Similar increases in strength after short-term resistance training due to different neuromuscular adaptations in young and older men","Walker S, Häkkinen K.","J Strength Cond Res. 2014 Nov;28(11):3041-8. doi: 10.1519/JSC.0000000000000381.","Walker S","J Strength Cond Res","2014","2014/07/23","","","10.1519/JSC.0000000000000381"
"25010404","Neuromuscular fatigability during repeated-sprint exercise in male athletes","Goodall S, Charlton K, Howatson G, Thomas K.","Med Sci Sports Exerc. 2015 Mar;47(3):528-36. doi: 10.1249/MSS.0000000000000443.","Goodall S","Med Sci Sports Exerc","2015","2014/07/11","","","10.1249/MSS.0000000000000443"
"23791838","Neurofeedback-mediated self-regulation of the dopaminergic midbrain","Sulzer J, Sitaram R, Blefari ML, Kollias S, Birbaumer N, Stephan KE, Luft A, Gassert R.","Neuroimage. 2013 Dec;83:817-25. doi: 10.1016/j.neuroimage.2013.05.115. Epub 2013 Jun 19.","Sulzer J","Neuroimage","2013","2013/06/25","","","10.1016/j.neuroimage.2013.05.115"
"22503429","Changes in voluntary quadriceps activation predict changes in quadriceps strength after therapeutic exercise in patients with knee osteoarthritis","Pietrosimone BG, Saliba SA.","Knee. 2012 Dec;19(6):939-43. doi: 10.1016/j.knee.2012.03.002. Epub 2012 Apr 13.","Pietrosimone BG","Knee","2012","2012/04/17","","","10.1016/j.knee.2012.03.002"
"22185621","The effects of acute alcohol consumption and eccentric muscle damage on neuromuscular function","Barnes MJ, Mündel T, Stannard SR.","Appl Physiol Nutr Metab. 2012 Feb;37(1):63-71. doi: 10.1139/h11-137. Epub 2011 Dec 20.","Barnes MJ","Appl Physiol Nutr Metab","2012","2011/12/22","","","10.1139/h11-137"
"21674526","Prior heat stress effects fatigue recovery of the elbow flexor muscles","Iguchi M, Shields RK.","Muscle Nerve. 2011 Jul;44(1):115-25. doi: 10.1002/mus.22029.","Iguchi M","Muscle Nerve","2011","2011/06/16","PMC3117202","NIHMS263147","10.1002/mus.22029"
"21529329","Age-related changes in motor cortical properties and voluntary activation of skeletal muscle","Clark BC, Taylor JL.","Curr Aging Sci. 2011 Dec;4(3):192-9. doi: 10.2174/1874609811104030192.","Clark BC","Curr Aging Sci","2011","2011/05/03","PMC3184350","NIHMS306238","10.2174/1874609811104030192"
"20158505","Differential age-related changes in motor unit properties between elbow flexors and extensors","Dalton BH, Jakobi JM, Allman BL, Rice CL.","Acta Physiol (Oxf). 2010 Sep;200(1):45-55. doi: 10.1111/j.1748-1716.2010.02100.x. Epub 2010 Feb 12.","Dalton BH","Acta Physiol (Oxf)","2010","2010/02/18","","","10.1111/j.1748-1716.2010.02100.x"
"20032234","Recovery of motoneuron output is delayed in old men following high-intensity fatigue","Dalton BH, Harwood B, Davidson AW, Rice CL.","J Neurophysiol. 2010 Feb;103(2):977-85. doi: 10.1152/jn.00908.2009. Epub 2009 Dec 23.","Dalton BH","J Neurophysiol","2010","2009/12/25","","","10.1152/jn.00908.2009"
"19505537","Incorporating voluntary unilateral knee flexion into balance corrections elicited by multi-directional perturbations to stance","Küng UM, Horlings CG, Honegger F, Allum JH.","Neuroscience. 2009 Sep 29;163(1):466-81. doi: 10.1016/j.neuroscience.2009.06.009. Epub 2009 Jun 6.","Küng UM","Neuroscience","2009","2009/06/10","","","10.1016/j.neuroscience.2009.06.009"
"19468746","In vivo specific tension of the human quadriceps femoris muscle","Erskine RM, Jones DA, Maganaris CN, Degens H.","Eur J Appl Physiol. 2009 Aug;106(6):827-38. doi: 10.1007/s00421-009-1085-7. Epub 2009 May 26.","Erskine RM","Eur J Appl Physiol","2009","2009/05/27","","","10.1007/s00421-009-1085-7"
"19231287","Alteration of neuromuscular function in squash","Girard O, Micallef JP, Noual J, Millet GP.","J Sci Med Sport. 2010 Jan;13(1):172-7. doi: 10.1016/j.jsams.2008.11.002. Epub 2009 Feb 23.","Girard O","J Sci Med Sport","2010","2009/02/24","","","10.1016/j.jsams.2008.11.002"
"17967558","Side of lesion influences interhemispheric inhibition in subjects with post-stroke hemiparesis","Lewis GN, Perreault EJ.","Clin Neurophysiol. 2007 Dec;118(12):2656-63. doi: 10.1016/j.clinph.2007.08.027. Epub 2007 Oct 29.","Lewis GN","Clin Neurophysiol","2007","2007/10/31","PMC2200632","NIHMS36262","10.1016/j.clinph.2007.08.027"
"17615250","Intracortical hyperexcitability in humans with a GABAA receptor mutation","Fedi M, Berkovic SF, Macdonell RA, Curatolo JM, Marini C, Reutens DC.","Cereb Cortex. 2008 Mar;18(3):664-9. doi: 10.1093/cercor/bhm100. Epub 2007 Jul 5.","Fedi M","Cereb Cortex","2008","2007/07/07","","","10.1093/cercor/bhm100"
"17446407","Adaptations in the activation of human skeletal muscle induced by short-term isometric resistance training","Del Balso C, Cafarelli E.","J Appl Physiol (1985). 2007 Jul;103(1):402-11. doi: 10.1152/japplphysiol.00477.2006. Epub 2007 Apr 19.","Del Balso C","J Appl Physiol (1985)","2007","2007/04/21","","","10.1152/japplphysiol.00477.2006"
"16572331","Neuromuscular recovery after a strength training session in elderly people","Ferri A, Narici M, Grassi B, Pousson M.","Eur J Appl Physiol. 2006 Jun;97(3):272-9. doi: 10.1007/s00421-006-0168-y. Epub 2006 Mar 30.","Ferri A","Eur J Appl Physiol","2006","2006/03/31","","","10.1007/s00421-006-0168-y"
"15613373","Hyperthermia: a failure of the motor cortex and the muscle","Todd G, Butler JE, Taylor JL, Gandevia SC.","J Physiol. 2005 Mar 1;563(Pt 2):621-31. doi: 10.1113/jphysiol.2004.077115. Epub 2004 Dec 21.","Todd G","J Physiol","2005","2004/12/23","PMC1665582","","10.1113/jphysiol.2004.077115"
"14603378","Exercise heat stress does not reduce central activation to non-exercised human skeletal muscle","Saboisky J, Marino FE, Kay D, Cannon J.","Exp Physiol. 2003 Nov;88(6):783-90. doi: 10.1113/eph8802611.","Saboisky J","Exp Physiol","2003","2003/11/07","","","10.1113/eph8802611"
"34027917","High Responders to Hypertrophic Strength Training Also Tend to Lose More Muscle Mass and Strength During Detraining Than Low Responders","Räntilä A, Ahtiainen JP, Avela J, Restuccia J, Dawson K, Häkkinen K.","J Strength Cond Res. 2021 Jun 1;35(6):1500-1511. doi: 10.1519/JSC.0000000000004044.","Räntilä A","J Strength Cond Res","2021","2021/05/24","","","10.1519/JSC.0000000000004044"
"32939421","Jitter evaluation in denervation and reinnervation in 32 cases of chronic radiculopathy","Kouyoumdjian JA, Ronchi LG, de Faria FO.","Clin Neurophysiol Pract. 2020 Aug 14;5:165-172. doi: 10.1016/j.cnp.2020.07.006. eCollection 2020.","Kouyoumdjian JA","Clin Neurophysiol Pract","2020","2020/09/17","PMC7479254","","10.1016/j.cnp.2020.07.006"
"32547418","Mechanism of Fatigue Induced by Different Cycling Paradigms With Equivalent Dosage","Hsu MJ, Chan HL, Huang YZ, Lin JH, Hsu HH, Chang YJ.","Front Physiol. 2020 May 29;11:545. doi: 10.3389/fphys.2020.00545. eCollection 2020.","Hsu MJ","Front Physiol","2020","2020/06/18","PMC7273923","","10.3389/fphys.2020.00545"
"28930862","An Innovative Ergometer to Measure Neuromuscular Fatigue Immediately after Cycling","Doyle-Baker D, Temesi J, Medysky ME, Holash RJ, Millet GY.","Med Sci Sports Exerc. 2018 Feb;50(2):375-387. doi: 10.1249/MSS.0000000000001427.","Doyle-Baker D","Med Sci Sports Exerc","2018","2017/09/21","","","10.1249/MSS.0000000000001427"
"28657853","Racing an Opponent: Alteration of Pacing, Performance, and Muscle-Force Decline but Not Rating of Perceived Exertion","Konings MJ, Parkinson J, Zijdewind I, Hettinga FJ.","Int J Sports Physiol Perform. 2018 Mar 1;13(3):283-289. doi: 10.1123/ijspp.2017-0220. Epub 2018 Mar 1.","Konings MJ","Int J Sports Physiol Perform","2018","2017/06/29","","","10.1123/ijspp.2017-0220"
"25923580","The effect of a carbohydrate mouth-rinse on neuromuscular fatigue following cycling exercise","Jeffers R, Shave R, Ross E, Stevenson EJ, Goodall S.","Appl Physiol Nutr Metab. 2015 Jun;40(6):557-64. doi: 10.1139/apnm-2014-0393. Epub 2015 Jan 22.","Jeffers R","Appl Physiol Nutr Metab","2015","2015/04/30","","","10.1139/apnm-2014-0393"
"25740017","Cortical motor output decreases after neuromuscular fatigue induced by electrical stimulation of the plantar flexor muscles","Alexandre F, Derosiere G, Papaiordanidou M, Billot M, Varray A.","Acta Physiol (Oxf). 2015 May;214(1):124-34. doi: 10.1111/apha.12478. Epub 2015 Mar 18.","Alexandre F","Acta Physiol (Oxf)","2015","2015/03/06","","","10.1111/apha.12478"
"25291403","Unilateral isometric muscle fatigue decreases force production and activation of contralateral knee extensors but not elbow flexors","Halperin I, Copithorne D, Behm DG.","Appl Physiol Nutr Metab. 2014 Dec;39(12):1338-44. doi: 10.1139/apnm-2014-0109. Epub 2014 Jul 29.","Halperin I","Appl Physiol Nutr Metab","2014","2014/10/08","","","10.1139/apnm-2014-0109"
"24944851","Activation deficits do not limit quadriceps strength training gains in patients after total knee arthroplasty","Marmon AR, Snyder-Mackler L.","Int J Sports Phys Ther. 2014 May;9(3):329-37.","Marmon AR","Int J Sports Phys Ther","2014","2014/06/20","PMC4060310","",""
"23079866","Neuromuscular fatigue in young and older men using constant or variable resistance","Walker S, Peltonen H, Avela J, Häkkinen K.","Eur J Appl Physiol. 2013 Apr;113(4):1069-79. doi: 10.1007/s00421-012-2526-2. Epub 2012 Oct 19.","Walker S","Eur J Appl Physiol","2013","2012/10/20","","","10.1007/s00421-012-2526-2"
"22833010","Fatiguing handgrip exercise alters maximal force-generating capacity of plantar-flexors","Kennedy A, Hug F, Sveistrup H, Guével A.","Eur J Appl Physiol. 2013 Mar;113(3):559-66. doi: 10.1007/s00421-012-2462-1. Epub 2012 Jul 26.","Kennedy A","Eur J Appl Physiol","2013","2012/07/27","","","10.1007/s00421-012-2462-1"
"22505131","Effects of a short proprioceptive neuromuscular facilitation stretching bout on quadriceps neuromuscular function, flexibility, and vertical jump performance","Place N, Blum Y, Armand S, Maffiuletti NA, Behm DG.","J Strength Cond Res. 2013 Feb;27(2):463-70. doi: 10.1519/JSC.0b013e3182576ffe.","Place N","J Strength Cond Res","2013","2012/04/17","","","10.1519/JSC.0b013e3182576ffe"
"21735216","Fatigue after short (100-m), medium (200-m) and long (400-m) treadmill sprints","Tomazin K, Morin JB, Strojnik V, Podpecan A, Millet GY.","Eur J Appl Physiol. 2012 Mar;112(3):1027-36. doi: 10.1007/s00421-011-2058-1. Epub 2011 Jul 7.","Tomazin K","Eur J Appl Physiol","2012","2011/07/08","","","10.1007/s00421-011-2058-1"
"21674405","Decreased central fatigue in multiple sclerosis patients after 8 weeks of surface functional electrical stimulation","Chang YJ, Hsu MJ, Chen SM, Lin CH, Wong AM.","J Rehabil Res Dev. 2011;48(5):555-64. doi: 10.1682/jrrd.2010.03.0038.","Chang YJ","J Rehabil Res Dev","2011","2011/06/16","","","10.1682/jrrd.2010.03.0038"
"22488187","Electrode type and placement configuration for quadriceps activation evaluation","Pietrosimone BG, Selkow NM, Ingersoll CD, Hart JM, Saliba SA.","J Athl Train. 2011 Nov-Dec;46(6):621-8. doi: 10.4085/1062-6050-46.6.621.","Pietrosimone BG","J Athl Train","2011","2012/04/11","PMC3418939","","10.4085/1062-6050-46.6.621"
"20829493","Power loss is greater in old men than young men during fast plantar flexion contractions","Dalton BH, Power GA, Vandervoort AA, Rice CL.","J Appl Physiol (1985). 2010 Nov;109(5):1441-7. doi: 10.1152/japplphysiol.00335.2010. Epub 2010 Sep 9.","Dalton BH","J Appl Physiol (1985)","2010","2010/09/11","","","10.1152/japplphysiol.00335.2010"
"19913663","Transcranial magnetic stimulation in Gilles de la Tourette syndrome","Orth M.","J Psychosom Res. 2009 Dec;67(6):591-8. doi: 10.1016/j.jpsychores.2009.07.014.","Orth M","J Psychosom Res","2009","2009/11/17","","","10.1016/j.jpsychores.2009.07.014"
"17550408","Muscle fatigue resistance during stimulated contractions is reduced in young male smokers","Morse CI, Wüst RC, Jones DA, de Haan A, Degens H.","Acta Physiol (Oxf). 2007 Oct;191(2):123-9. doi: 10.1111/j.1748-1716.2007.01721.x. Epub 2007 Jun 5.","Morse CI","Acta Physiol (Oxf)","2007","2007/06/07","","","10.1111/j.1748-1716.2007.01721.x"
"16790067","Robot-assisted reaching exercise promotes arm movement recovery in chronic hemiparetic stroke: a randomized controlled pilot study","Kahn LE, Zygman ML, Rymer WZ, Reinkensmeyer DJ.","J Neuroeng Rehabil. 2006 Jun 21;3:12. doi: 10.1186/1743-0003-3-12.","Kahn LE","J Neuroeng Rehabil","2006","2006/06/23","PMC1550245","","10.1186/1743-0003-3-12"
"15843959","Static balance improvement in elderly after dorsiflexors electrostimulation training","Amiridis I, Arabatzi F, Violaris P, Stavropoulos E, Hatzitaki V.","Eur J Appl Physiol. 2005 Jul;94(4):424-33. doi: 10.1007/s00421-005-1326-3. Epub 2005 Apr 21.","Amiridis I","Eur J Appl Physiol","2005","2005/04/22","","","10.1007/s00421-005-1326-3"
"33300756","Dynamic Changes of Performance Fatigability and Muscular O2 Saturation in a 4-km Cycling Time Trial","Azevedo RA, Milioni F, Murias JM, Bertuzzi R, Millet GY.","Med Sci Sports Exerc. 2021 Mar 1;53(3):613-623. doi: 10.1249/MSS.0000000000002499.","Azevedo RA","Med Sci Sports Exerc","2021","2020/12/10","","","10.1249/MSS.0000000000002499"
"32718211","Residual Innervation of the Pelvic Floor Muscles in People with Motor-Complete Spinal Cord Injury","Williams AMM, Eginyan G, Deegan E, Chow M, Carpenter MG, Lam T.","J Neurotrauma. 2020 Nov 1;37(21):2320-2331. doi: 10.1089/neu.2019.6908. Epub 2020 Aug 21.","Williams AMM","J Neurotrauma","2020","2020/07/29","","","10.1089/neu.2019.6908"
"32182904","Central and Peripheral Neuromuscular Adaptations to Ageing","Borzuola R, Giombini A, Torre G, Campi S, Albo E, Bravi M, Borrione P, Fossati C, Macaluso A.","J Clin Med. 2020 Mar 9;9(3):741. doi: 10.3390/jcm9030741.","Borzuola R","J Clin Med","2020","2020/03/19","PMC7141192","","10.3390/jcm9030741"
"31082324","Cycling performed on an innovative ergometer at different intensities-durations in men: neuromuscular fatigue and recovery kinetics","Krüger RL, Aboodarda SJ, Jaimes LM, Samozino P, Millet GY.","Appl Physiol Nutr Metab. 2019 Dec;44(12):1320-1328. doi: 10.1139/apnm-2018-0858. Epub 2019 May 13.","Krüger RL","Appl Physiol Nutr Metab","2019","2019/05/15","","","10.1139/apnm-2018-0858"
"31068827","Dietary Nitrate Supplementation Improves Exercise Tolerance by Reducing Muscle Fatigue and Perceptual Responses","Husmann F, Bruhn S, Mittlmeier T, Zschorlich V, Behrens M.","Front Physiol. 2019 Apr 24;10:404. doi: 10.3389/fphys.2019.00404. eCollection 2019.","Husmann F","Front Physiol","2019","2019/05/10","PMC6491676","","10.3389/fphys.2019.00404"
"30908368","Factors Underlying Bench Press Performance in Elite Competitive Powerlifters","Reya M, Škarabot J, Cvetičanin B, Šarabon N.","J Strength Cond Res. 2021 Aug 1;35(8):2179-2186. doi: 10.1519/JSC.0000000000003097.","Reya M","J Strength Cond Res","2021","2019/03/26","","","10.1519/JSC.0000000000003097"
"30842931","Correction of animation deformity with subpectoral to prepectoral implant exchange","Lentz R, Alcon A, Sbitany H.","Gland Surg. 2019 Feb;8(1):75-81. doi: 10.21037/gs.2018.09.05.","Lentz R","Gland Surg","2019","2019/03/08","PMC6378248","","10.21037/gs.2018.09.05"
"30734321","Influence of cognitive load on the dynamics of neurophysiological adjustments during fatiguing exercise","Chatain C, Radel R, Vercruyssen F, Rabahi T, Vallier JM, Bernard T, Gruet M.","Psychophysiology. 2019 Jun;56(6):e13343. doi: 10.1111/psyp.13343. Epub 2019 Feb 7.","Chatain C","Psychophysiology","2019","2019/02/09","","","10.1111/psyp.13343"
"30530332","Voluntary Control of Residual Antagonistic Muscles in Transtibial Amputees: Reciprocal Activation, Coactivation, and Implications for Direct Neural Control of Powered Lower Limb Prostheses","Huang S, Huang H.","IEEE Trans Neural Syst Rehabil Eng. 2019 Jan;27(1):85-95. doi: 10.1109/TNSRE.2018.2885641. Epub 2018 Dec 7.","Huang S","IEEE Trans Neural Syst Rehabil Eng","2019","2018/12/12","","","10.1109/TNSRE.2018.2885641"
"30484343","Motor performance is preserved in healthy aged adults following severe whole-body hyperthermia","Brazaitis M, Paulauskas H, Eimantas N, Daniuseviciute L, Volungevicius G, Skurvydas A.","Int J Hyperthermia. 2019;36(1):65-74. doi: 10.1080/02656736.2018.1533650. Epub 2018 Nov 1.","Brazaitis M","Int J Hyperthermia","2019","2018/11/29","","","10.1080/02656736.2018.1533650"
"30016203","Corticospinal changes induced by fatiguing eccentric versus concentric exercise","Garnier YM, Paizis C, Lepers R.","Eur J Sport Sci. 2019 Mar;19(2):166-176. doi: 10.1080/17461391.2018.1497090. Epub 2018 Jul 17.","Garnier YM","Eur J Sport Sci","2019","2018/07/18","","","10.1080/17461391.2018.1497090"
"29428788","A pilot study of a novel therapeutic approach to obesity: CNS modification by N.I.R. H.E.G. neurofeedback","Percik R, Cina J, Even B, Gitler A, Geva D, Seluk L, Livny A.","Clin Nutr. 2019 Feb;38(1):258-263. doi: 10.1016/j.clnu.2018.01.023. Epub 2018 Feb 15.","Percik R","Clin Nutr","2019","2018/02/12","","","10.1016/j.clnu.2018.01.023"
"29117071","Deception Improves Time Trial Performance in Well-trained Cyclists without Augmented Fatigue","Ansdell P, Thomas K, Howatson G, Amann M, Goodall S.","Med Sci Sports Exerc. 2018 Apr;50(4):809-816. doi: 10.1249/MSS.0000000000001483.","Ansdell P","Med Sci Sports Exerc","2018","2017/11/09","PMC5856589","NIHMS917427","10.1249/MSS.0000000000001483"
"24326780","Quadriceps corticomotor excitability following an experimental knee joint effusion","Lepley AS, Bahhur NO, Murray AM, Pietrosimone BG.","Knee Surg Sports Traumatol Arthrosc. 2015 Apr;23(4):1010-7. doi: 10.1007/s00167-013-2816-1. Epub 2013 Dec 11.","Lepley AS","Knee Surg Sports Traumatol Arthrosc","2015","2013/12/12","","","10.1007/s00167-013-2816-1"
"22137196","Post-match changes in neuromuscular function and the relationship to match demands in amateur rugby league matches","Duffield R, Murphy A, Snape A, Minett GM, Skein M.","J Sci Med Sport. 2012 May;15(3):238-43. doi: 10.1016/j.jsams.2011.10.003. Epub 2011 Dec 3.","Duffield R","J Sci Med Sport","2012","2011/12/06","","","10.1016/j.jsams.2011.10.003"
"20221772","Heat acclimation does not reduce the impact of hyperthermia on central fatigue","Brazaitis M, Skurvydas A.","Eur J Appl Physiol. 2010 Jul;109(4):771-8. doi: 10.1007/s00421-010-1429-3. Epub 2010 Mar 11.","Brazaitis M","Eur J Appl Physiol","2010","2010/03/12","","","10.1007/s00421-010-1429-3"
"20157419","Carbohydrate vs protein supplementation for recovery of neuromuscular function following prolonged load carriage","Blacker SD, Williams NC, Fallowfield JL, Bilzon JLj, Willems ME.","J Int Soc Sports Nutr. 2010 Jan 12;7:2. doi: 10.1186/1550-2783-7-2.","Blacker SD","J Int Soc Sports Nutr","2010","2010/02/17","PMC2821364","","10.1186/1550-2783-7-2"
"19777253","Leg dominancy in relation to fast isometric torque production and squat jump height","de Ruiter CJ, de Korte A, Schreven S, de Haan A.","Eur J Appl Physiol. 2010 Jan;108(2):247-55. doi: 10.1007/s00421-009-1209-0. Epub 2009 Sep 24.","de Ruiter CJ","Eur J Appl Physiol","2010","2009/09/25","PMC2799630","","10.1007/s00421-009-1209-0"
"19770195","Modulation of interhemispheric inhibition by volitional motor activity: an ipsilateral silent period study","Giovannelli F, Borgheresi A, Balestrieri F, Zaccara G, Viggiano MP, Cincotta M, Ziemann U.","J Physiol. 2009 Nov 15;587(Pt 22):5393-410. doi: 10.1113/jphysiol.2009.175885. Epub 2009 Sep 21.","Giovannelli F","J Physiol","2009","2009/09/23","PMC2793872","","10.1113/jphysiol.2009.175885"
"16794023","Training adaptations in the behavior of human motor units","Duchateau J, Semmler JG, Enoka RM.","J Appl Physiol (1985). 2006 Dec;101(6):1766-75. doi: 10.1152/japplphysiol.00543.2006. Epub 2006 Jun 22.","Duchateau J","J Appl Physiol (1985)","2006","2006/06/24","","","10.1152/japplphysiol.00543.2006"
"15180971","Initial phase of maximal voluntary and electrically stimulated knee extension torque development at different knee angles","de Ruiter CJ, Kooistra RD, Paalman MI, de Haan A.","J Appl Physiol (1985). 2004 Nov;97(5):1693-701. doi: 10.1152/japplphysiol.00230.2004. Epub 2004 Jun 4.","de Ruiter CJ","J Appl Physiol (1985)","2004","2004/06/08","","","10.1152/japplphysiol.00230.2004"
"12948791","Low-frequency rTMS over lateral premotor cortex induces lasting changes in regional activation and functional coupling of cortical motor areas","Chen WH, Mima T, Siebner HR, Oga T, Hara H, Satow T, Begum T, Nagamine T, Shibasaki H.","Clin Neurophysiol. 2003 Sep;114(9):1628-37. doi: 10.1016/s1388-2457(03)00063-4.","Chen WH","Clin Neurophysiol","2003","2003/09/02","","","10.1016/s1388-2457(03)00063-4"
"12544644","Reduced neural drive in bilateral exertions: a performance-limiting factor?","Van Dieën JH, Ogita F, De Haan A.","Med Sci Sports Exerc. 2003 Jan;35(1):111-8. doi: 10.1097/00005768-200301000-00018.","Van Dieën JH","Med Sci Sports Exerc","2003","2003/01/25","","","10.1097/00005768-200301000-00018"
"25367024","Post-stroke fatigue: a deficit in corticomotor excitability?","Kuppuswamy A, Clark EV, Turner IF, Rothwell JC, Ward NS.","Brain. 2015 Jan;138(Pt 1):136-48. doi: 10.1093/brain/awu306. Epub 2014 Nov 2.","Kuppuswamy A","Brain","2015","2014/11/05","PMC4441078","","10.1093/brain/awu306"
"31723215","Sex difference in fatigability of knee extensor muscles during sustained low-level contractions","Akagi R, Sato S, Yoshihara K, Ishimatsu H, Ema R.","Sci Rep. 2019 Nov 13;9(1):16718. doi: 10.1038/s41598-019-53375-z.","Akagi R","Sci Rep","2019","2019/11/15","PMC6853909","","10.1038/s41598-019-53375-z"
"31362579","Stochastic ordering of simulated rugby match activity produces reliable movements and associated measures of subjective task load, cognitive and neuromuscular function","Mullen T, Twist C, Highton J.","J Sports Sci. 2019 Nov;37(21):2506-2512. doi: 10.1080/02640414.2019.1646071. Epub 2019 Jul 31.","Mullen T","J Sports Sci","2019","2019/08/01","","","10.1080/02640414.2019.1646071"
"30095744","Supraspinal Fatigue and Neural-evoked Responses in Lowlanders and Sherpa at 5050 m","Ruggiero L, McNeil CJ.","Med Sci Sports Exerc. 2019 Jan;51(1):183-192. doi: 10.1249/MSS.0000000000001748.","Ruggiero L","Med Sci Sports Exerc","2019","2018/08/11","","","10.1249/MSS.0000000000001748"
"29023563","Influence of platinum harmonized textile on neuromuscular, systemic and subjective recovery","Zinke F, Bakenecker P, Hahn D.","PLoS One. 2017 Oct 12;12(10):e0186162. doi: 10.1371/journal.pone.0186162. eCollection 2017.","Zinke F","PLoS One","2017","2017/10/13","PMC5638408","","10.1371/journal.pone.0186162"
"28708702","Exercise-induced Fatigue in Severe Hypoxia after an Intermittent Hypoxic Protocol","Twomey R, Wrightson J, Fletcher H, Avraam S, Ross E, Dekerle J.","Med Sci Sports Exerc. 2017 Dec;49(12):2422-2432. doi: 10.1249/MSS.0000000000001371.","Twomey R","Med Sci Sports Exerc","2017","2017/07/15","","","10.1249/MSS.0000000000001371"
"28673118","Muscle recruitment patterns of the subscapularis, serratus anterior and other shoulder girdle muscles during isokinetic internal and external rotations","Gaudet S, Tremblay J, Begon M.","J Sports Sci. 2018 May;36(9):985-993. doi: 10.1080/02640414.2017.1347697. Epub 2017 Jul 4.","Gaudet S","J Sports Sci","2018","2017/07/05","","","10.1080/02640414.2017.1347697"
"27182973","Normative Values for Intertrial Variability of Motor Responses to Nerve Root and Transcranial Stimulation: A Condition for Follow-Up Studies in Individual Subjects","Troni W, Melillo F, Bertolotto A, Malucchi S, Capobianco M, Sperli F, Di Sapio A.","PLoS One. 2016 May 16;11(5):e0155268. doi: 10.1371/journal.pone.0155268. eCollection 2016.","Troni W","PLoS One","2016","2016/05/17","PMC4868303","","10.1371/journal.pone.0155268"
"26982500","Set Configuration in Resistance Exercise: Muscle Fatigue and Cardiovascular Effects","Río-Rodríguez D, Iglesias-Soler E, Fernández Del Olmo M.","PLoS One. 2016 Mar 16;11(3):e0151163. doi: 10.1371/journal.pone.0151163. eCollection 2016.","Río-Rodríguez D","PLoS One","2016","2016/03/17","PMC4794235","","10.1371/journal.pone.0151163"
"26202052","Reduced skeletal muscle quantity and quality in patients with diabetic polyneuropathy assessed by magnetic resonance imaging","Moore CW, Allen MD, Kimpinski K, Doherty TJ, Rice CL.","Muscle Nerve. 2016 May;53(5):726-32. doi: 10.1002/mus.24779. Epub 2016 Jan 5.","Moore CW","Muscle Nerve","2016","2015/07/24","","","10.1002/mus.24779"
"25636500","M-mode ultrasound used to detect the onset of deep muscle activity","Dieterich AV, Pickard CM, Deshon LE, Strauss GR, Gibson W, Davey P, McKay J.","J Electromyogr Kinesiol. 2015 Apr;25(2):224-31. doi: 10.1016/j.jelekin.2014.12.006. Epub 2015 Jan 12.","Dieterich AV","J Electromyogr Kinesiol","2015","2015/02/01","","","10.1016/j.jelekin.2014.12.006"
"24671534","Finger-thumb coupling contributes to exaggerated thumb flexion in stroke survivors","Kamper DG, Fischer HC, Conrad MO, Towles JD, Rymer WZ, Triandafilou KM.","J Neurophysiol. 2014 Jun 15;111(12):2665-74. doi: 10.1152/jn.00413.2013. Epub 2014 Mar 26.","Kamper DG","J Neurophysiol","2014","2014/03/28","PMC6442660","","10.1152/jn.00413.2013"
"24281826","Effect of neuromuscular electrical stimulation intensity over the tibial nerve trunk on triceps surae muscle fatigue","Doix AC, Matkowski B, Martin A, Roeleveld K, Colson SS.","Eur J Appl Physiol. 2014 Feb;114(2):317-29. doi: 10.1007/s00421-013-2780-y. Epub 2013 Nov 27.","Doix AC","Eur J Appl Physiol","2014","2013/11/28","","","10.1007/s00421-013-2780-y"
"23605647","Spasticity, weakness, force variability, and sustained spontaneous motor unit discharges of resting spastic-paretic biceps brachii muscles in chronic stroke","Chang SH, Francisco GE, Zhou P, Rymer WZ, Li S.","Muscle Nerve. 2013 Jul;48(1):85-92. doi: 10.1002/mus.23699. Epub 2013 Apr 21.","Chang SH","Muscle Nerve","2013","2013/04/23","PMC3691331","NIHMS432348","10.1002/mus.23699"
"22965792","Neuromuscular fatigue and exercise capacity in fibromyalgia syndrome","Bachasson D, Guinot M, Wuyam B, Favre-Juvin A, Millet GY, Levy P, Verges S.","Arthritis Care Res (Hoboken). 2013 Mar;65(3):432-40. doi: 10.1002/acr.21845.","Bachasson D","Arthritis Care Res (Hoboken)","2013","2012/09/12","","","10.1002/acr.21845"
